persona,persona_dimension_list,Harm_Care_score,Fairness_Reciprocity_score,In-group_Loyalty_score,Authority_Respect_score,Purity_Sanctity_score
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",6,3,8,9,1
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",9,7,10,4,14
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",7,4,7,5,7
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,0,9,2,1
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",8,5,7,12,14
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",4,4,1,10,7
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",7,4,4,8,1
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",6,6,1,9,15
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,5,1,7,8
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",7,0,0,7,2
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",9,5,1,3,14
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,3,0,3,9
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",2,0,0,3,0
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",0,6,11,8,9
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",2,11,11,9,7
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",0,6,11,11,0
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",1,6,12,8,15
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",0,10,10,4,6
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",0,11,10,3,0
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",1,3,11,0,10
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",0,10,12,0,4
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",0,9,9,0,1
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",8,11,8,12,14
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,7,9,12,6
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",4,10,8,7,0
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",4,6,7,7,14
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",3,6,6,3,6
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",0,9,8,6,0
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",2,7,6,0,10
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",0,10,8,4,4
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",2,11,7,0,0
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",0,11,3,10,13
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",0,7,0,11,6
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",0,3,1,9,0
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",0,7,1,6,14
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",0,10,2,7,6
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",3,10,0,6,1
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",5,10,1,3,14
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,11,0,3,6
"is not concerned with the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",4,9,1,3,0
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",5,6,11,9,14
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",2,3,11,8,4
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",1,6,10,10,0
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",2,4,9,5,14
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",1,4,9,6,4
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",0,4,9,5,0
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",0,7,11,3,15
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",2,3,9,4,4
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",2,3,11,3,0
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",5,8,10,9,14
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",0,3,10,8,8
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",0,4,9,8,0
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",6,2,8,6,15
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",2,4,6,8,6
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",0,4,6,7,1
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",0,2,9,2,14
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,6,7,3,7
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",2,3,7,3,1
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",5,9,6,12,14
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,6,3,10,6
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",4,4,3,11,0
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",4,6,5,7,15
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",2,6,4,7,6
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",2,3,2,7,2
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",4,8,0,4,15
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",3,5,3,3,6
"is not concerned with the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",1,5,0,3,0
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",3,4,11,11,15
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",2,0,11,8,7
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",1,0,9,7,0
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",2,2,11,8,14
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",1,1,9,7,6
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",2,2,8,7,1
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",3,3,9,3,14
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",1,2,11,0,5
